id	res	restype	lang	sex	prov	livingenv	partisanship	caruse	partyvote	agedec	resclean
220	It’s a small price for the average person to pay to protect environment	support	EN	Female	SK	suburban	none	none	conservative	50-59	small price averag person pay protect environ
221	It will make people notice the cost of carbon.	support	EN	Male	BC	suburban	right	driver	conservative	60+	mak peopl notic cost carbon
222	Taxing a tax is fraud	oppose	EN	Female	SK	ruralremote	right	driver	conservative	40-49	tax tax fraud
223	Because people will pay more taxes (we already pay a lot of taxes), and companies will continue to make millions...	notsure	EN	Female	SK	suburban	right	commuter	no vote	30-39	peopl pay tax alreadi pay lot tax compani continu mak million
224	Money grabber for the government	notsure	EN	Male	BC	suburban	notsure	driver	progressive	30-39	money grabber govern
225	Necessary evil	support	EN	Female	BC	urban	left	driver	progressive	30-39	necessari evil
226	Hope it will make people think more before using those resources	support	EN	Female	SK	suburban	left	none	progressive	30-39	hope mak peopl think use resourc
227	To fight climate change	support	EN	Female	SK	ruralremote	none	none	progressive	30-39	fight climat chang
228	I think we need to go in the direction of less emissions and a different way to do things.	support	EN	Female	AB	urban	none	none	progressive	40-49	think need go direct less emiss differ way thing
229	it needs to be done because users won't reduce or stop using fossil fuels unless it is not economical	support	EN	Male	BC	urban	left	none	progressive	60+	need done user reduc stop use fossil fuel unless econom
230	Because it will make companies and industries think harder about their fossil fuel usage	support	EN	Female	QC	urban	left	none	progressive	19-29	mak compani industri think harder fossil fuel usag
231	afin de trouver des options plus green	support	FR	Male	QC	suburban	right	driver	progressive	30-39	order find green option
232	Je crois que c'est un moyen efficace de désencourager l'Utilisation de ces ressources	support	FR	Male	QC	urban	left	none	progressive	19-29	believ effect way unclog use resourc
233	 It makes the provinces accountable for their usage	support	EN	Female	ON	suburban	left	none	progressive	50-59	make provinc account usag
234	Il s'agirait d'un premier pas qui permettrait de faire une différence sur notre empreinte	support	FR	Female	QC	urban	left	none	progressive	60+	would first step would mak differ imprint
235	Selon moi c'est juste une façon de nous prendre encore plus d'argent.	oppose	FR	Male	QC	urban	notsure	driver	conservative	50-59	opinion way take us even money
236	pas de commentaire	support	FR	Male	QC	suburban	none	none	conservative	60+	comment
237	sais pas	notsure	FR	Male	QC	urban	none	driver	no vote	40-49	know
238	torp	support	FR	Male	QC	suburban	left	none	progressive	<19	torp
239	in this country heating is an essential service.  Until other alternatives are readily accessible to all, carbon taxing of fuel is hurtful to the majority of taxpayers	oppose	EN	Female	AB	suburban	right	none	conservative	60+	countri heat essenti servic altern readili access carbon tax fuel hurt major taxpay
240	it does not due anything.  you can't have a net zero tax.  the cost to run the program would cost billions  it is just plain dumb	oppose	EN	Male	SK	urban	right	driver	conservative	40-49	due anyth net zero tax cost run program would cost billion plain dumb
241	I'm not sure if fossil fuels are a problem or not, but if they are, putting a small tax on them won't hurt much and may help (as long as the tax is in fact small).	support	EN	Female	ON	smalltown	left	none	progressive	30-39	sure fossil fuel problem put small tax hurt much may help long tax fact small
242	none its boring	oppose	EN	Female	ON	urban	none	driver	no vote	30-39	none bore
243	Our source of warming our house is with coal burning, so I think that I would strongly oppose this!  What else are they going to charge us on?	oppose	EN	Female	SK	ruralremote	right	driver	progressive	40-49	sourc warm hous coal burn think would strongli oppos els go charg us
244	IF OIL BEING BROUGHT FROM SAUDI ARABIA HAS EXEMPTIONS - SO SHOULD THE REST OF US.	oppose	EN	Female	SK	urban	right	none	conservative	60+	oil brought saudi arabia exempt rest us
245	I dont pay for these things so I am not sure what these taxes would do	notsure	EN	Female	ON	urban	notsure	commuter	progressive	<19	pay thing sure tax would
246	The government is collecting this tax, I am not sure what the plan is to spend the money	oppose	EN	Female	AB	urban	left	driver	progressive	30-39	govern collect tax sure plan spend money
247	We should not only look to fossil fuels as a mainstay. We should also look to alternate energy for reduced carbon emissions	support	EN	Male	BC	urban	left	none	progressive	60+	look fossil fuel mainstay also look altern energi reduc carbon emiss
248	we pay enough already, if it is for the betterment of LL People then it should just be as it is	oppose	EN	Female	SK	suburban	none	none	progressive	50-59	pay enough alreadi better peopl
249	it will help the environment in the long run	support	EN	Female	BC	suburban	none	driver	conservative	30-39	help environ long run
250	Puisque cela incite les gens à trouver des sources d’énergie alternatives	support	FR	Female	QC	suburban	notsure	none	progressive	19-29	sinc encourag peopl find altern energi sourc
251	Those companies factories etc that are contributing the most pollution and emissions should be taxed the most until they chance their processes rather than individuals who contribute a minimal amount	oppose	EN	Male	SK	urban	none	none	conservative	60+	compani factori etc contribut pollut emiss tax chanc process rather individu contribut minim amount
252	Increasing the price doesn't help reduce carbon emissions. The necessary thing is substitution for fossil fuels.	oppose	EN	Male	SK	urban	none	none	progressive	40-49	increas price help reduc carbon emiss necessari thing substitut fossil fuel
253	The money that is collected is not reinvested in green technology and it does not reduce emissions.	oppose	EN	Male	SK	ruralremote	right	commuter	conservative	19-29	money collect reinvest green technolog reduc emiss
254	Canada cannot be in the forefront on climate change while USA is relaxing; there’s domino effect. As far as us is doing less, their weather will spill over Canada no matter what we do.	oppose	EN	Male	AB	urban	none	driver	conservative	30-39	canada forefront climat chang usa relax domino effect far us less weather spill canada matter
258	Pour la planete	support	FR	Female	QC	ruralremote	none	none	no vote	19-29	planet
259	Industry is able to reduce carbon emissions on it's own	oppose	EN	Male	AB	urban	right	none	conservative	60+	industri abl reduc carbon emiss
260	We need to address the climate issues somehow.	support	EN	Female	SK	suburban	none	none	conservative	40-49	need address climat issu somehow
261	Je suis d'accord car c'est un premier pas, certes coûteux pour les gens mais nécessaire, pour réduire leur utilisation peut-être. Ou du moins pour favoriser le développement d'autres énergies.	support	FR	Female	QC	urban	left	none	no vote	19-29	agre first step certainli anoth peopl necessari reduc use perhap least promot develop energi
262	We are losing work all over the country because of taxes, no more taxes I say.	oppose	EN	Male	BC	smalltown	none	none	progressive	60+	lose work countri tax tax say
263	Because some ppl canf afford it	oppose	EN	Female	AB	ruralremote	right	none	conservative	40-49	peopl afford
264	Que fera-t-on avec cette taxe?	support	FR	Male	QC	suburban	none	none	progressive	60+	tax
265	we're already paying too much for gas and now its being bumped up again	oppose	EN	Male	ON	suburban	none	none	progressive	50-59	alreadi pay much ga bump
266	THE TAX WILL BE REIMBURSED SO NO PAIN FOR ME	support	EN	Male	BC	suburban	none	none	progressive	60+	tax reimburs pain
267	Ce n'est qu'une taxe. Ca ne changera rien. Tout n'est qu'un pretexte pour taxer.	oppose	FR	Male	BC	suburban	right	none	conservative	50-59	tax chang anyth pretext tax everyth
268	so we can be moved to try other methods of fuel	support	EN	Female	ON	urban	left	none	progressive	60+	move tri method fuel
269	I just feel like I don’t ha e enough facts to support either end of the scale.	notsure	EN	Female	SK	smalltown	notsure	driver	conservative	30-39	feel like enough fact support either end scale
270	the more people that support it the more cost effective it is to assist with	support	EN	Male	AB	urban	right	none	progressive	50-59	peopl support cost effect assist
271	Because I do not know much about it	notsure	EN	Female	ON	ruralremote	notsure	none	no vote	30-39	know much
272	i need more information about this to decide	notsure	EN	Female	ON	urban	right	none	progressive	30-39	need inform decid
273	Incitatif à réduire la consommation.	support	FR	Male	QC	urban	left	none	progressive	60+	incent reduc consumpt
274	manufacturing of fossil fuels is a major source of carbon emissions - key contributor	support	EN	Female	ON	urban	left	none	progressive	60+	manufactur fossil fuel major sourc carbon emiss key contributor
